tour_id,tour_name,description,duration,price,image,location,average_rating
19,Explore Vietnam Holiday Trip with Halong Bay Cruise,Hanoi(1N) →  Halong Bay(1N) →  Hue(1N) →  Hoi An(2N) →  Ho Chi Minh City(3N),8 Nights / 9 Days,20625000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock1530495608_20230531141623.jpg,Vietnam,3.5
20,Vietnam Tour Package - 8 Nights 9 Days,Hanoi(1N) →  Ha Long Bay(1N) →  Ho Chi Minh(2N) →  Phu Quoc(4N),8 Nights / 9 Days,20875000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock2009607749_20230531151332.jpg,Vietnam,3.1
21,Fabulous Vietnam Tour Package for 7 Days with Private Boat Cruise,Ho Chi Minh City(3N) →  Hanoi(2N) →  Halong Bay(1N),6 Nights / 7 Days,20350000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1176107986_20190930110725.png,Vietnam,3.9
22,Ho Mihn City and Phu Quoc Island Tour Package,Ho Chi Mihn City(3N) →  Phu Quoc Island(3N),6 Nights / 7 Days,15550000,https://www.holidify.com/images/cmsuploads/compressed/pexels-photo-14013190_20231229105547.jpeg,Vietnam,4.3
23,Beautiful Hanoi and Danang Package With Day Trip to Hoi An,Hanoi(3N) →  Danang(2N),5 Nights / 6 Days,16825000,https://www.holidify.com/images/cmsuploads/compressed/Silhouette-Lovers-Hug-Hugging-Sunset-Couple-Beach-1854081_20220221131806.jpeg,Vietnam,5
24,Hoi An and Da Nang Holiday Package with Cycle Tour,Hoi An(2N) →  Da Nang(2N),4 Nights / 5 Days,11075000,https://www.holidify.com/images/cmsuploads/compressed/MaxPixel.net-Smoke-Old-Vietnam-Architecture-Hoi-An-6066063_20211207113759.jpg,Vietnam,3.6
25,Vietnam Itinerary 5 Days - Including Halong Bay Cruise,Hanoi(4N) →  Halong Bay(0N) →  Ninh Binh(0N),4 Nights / 5 Days,8900000,https://www.holidify.com/images/compressed/attractions/attr_2822.jpg,Vietnam,2.9
26,Super Saver Vietnam Package in Hanoi & Ho Chi Minh City,Hanoi(2N) →  Ninh Binh(0N) →  Ho Chi Minh City(3N),5 Nights / 6 Days,11150000,https://www.holidify.com/images/cmsuploads/compressed/HanoiSkylineView_20190723161525.jpg,Vietnam,4.5
27,7 Days Northern Vietnam Adventure: Sapa With Fansipan Mountain Tour,Hanoi(2N) →  Sapa(1N) →  Hanoi(1N) →  Halong Bay(1N) →  Hanoi(1N),6 Nights / 7 Days,19225000,https://www.holidify.com/images/cmsuploads/compressed/Fansipan-Mountain-Sapa-Clouds-Asia-Temple-Vietnam-4856316_20230228132339.jpeg,Vietnam,3.7
28,Mesmerising Vietnam Tour Package for 4 Nights: Free Cu Chi Tunnels,Ho Chi Minh City(2N) →  Hanoi(1N) →  Halong Bay(1N),4 Nights / 5 Days,12275000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_690459592_20190910135749.jpg,Vietnam,2.1
29,Couple Special Vietnam Honeymoon Package: With Ba Na Hills Tickets,Hanoi (2N) →  Danang (2N) →  Ho Chi Minh City (2N),6 Nights / 7 Days,21700000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_124952606_20200212181621.png,Vietnam,3.9
30,Mesmerising Vietnam and Cambodia Honeymoon Tour Package,Ho Chi Mihn City(3N) → Hanoi(3N) → Halong Bay Cruise(1N) →  Siem Reap(3N),10 Nights / 11 Days,36450000,https://www.holidify.com/images/compressed/dest_pixa_10518.jpg,Vietnam,2.9
31,"Vietnam Adventure: Hanoi, Ha Long, Hoi An, and Phu Quoc 8-Day Itinerary",Hanoi (1N) → Ha Long Bay(1N) →  Hanoi (1N) →  Hoi An(2N) →   Phu Quoc Island(2N),7 Nights / 8 Days,20625000,https://www.holidify.com/images/cmsuploads/compressed/PhuQuoc_20190130113927.jpg,Vietnam,4.9
32,Mui Ne Sand Dunes Package,Ho Chi Mihn City(0N) →   Mui Ne Sand Dunes(3N),3 Nights / 4 Days,7100000,https://www.holidify.com/images/cmsuploads/compressed/mui-ne-sand-dunes_20230726151035.jpg,Vietnam,3.8
33,Treasures of Vietnam Family Package: Ba Na Hills Day Trip,Hanoi(2N) →  Halong Bay(1N) →  Da Nang(2N) →  Ba Na Hils(0N) →  Ho Chi Minh City(2N),7 Nights / 8 Days,19775000,https://www.holidify.com/images/cmsuploads/compressed/800px-Ba_Na_Hills_I_20211207101610.jpg,Vietnam,3.4
34,Experience the Best of Vietnam and Cambodia in 7 Nights,Hanoi(3N) →  Ho Chi Minh City(2N) →  Siem Reap(2N),7 Nights / 8 Days,21475000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_404797840_20190628141147.jpg,Vietnam,2
35,Romantic Royal Vietnam and Cambodia Tour: Complimentary Room Decoration,Ho Chi Minh City(3N) →  Siem Reap(2N),5 Nights / 6 Days,17800000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock415087426_20230531142111.jpg,Vietnam,3.7
36,Experience the Best of Vietnam - 11 Nights 12 Days,Hanoi(2N) →  Halong Bay(1N) →  Hue(1N) →  Hoi An(2N) →  Nha Trang(3N) →  Ho Chi Minh City(2N),11 Nights / 12 Days,24875000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1284927949_20190628141004.jpg,Vietnam,4.3
37,Luxury Vietnam Honeymoon: 7 Nights Blissful Package Deal,Hanoi(1N) →  Halong Bay(1N) →  Da Nang(2N) →  Ho Chi Minh City(3N),7 Nights / 8 Days,18500000,https://www.holidify.com/images/cmsuploads/compressed/affair-anniversary-beach-couple_20211018150902.jpg,Vietnam,2.8
38,Jewels of Cambodia and Vietnam Tour Package With Cruise,Hanoi(3N) →  Halong Bay(1N) →  Ho Chi Minh City(1N) →  Phnom Penh(2N) →  Siem Reap(2N),9 Nights / 10 Days,24725000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock2199440041_20230531153551.jpg,Vietnam,2.8
39,4 Star Luxury Vietnam Holiday Tour Package for 9 Nights,Hanoi(3N) →  Halong Bay(1N) →  Phu Quoc Island(3N) →  Ho Chi Minh City(2N),9 Nights / 10 Days,26850000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_630376499_20190628141147.jpg,Vietnam,2.8
40,Historically Amazing Vietnam Tour,Hanoi(3N) →  Halong Bay(1N) →  Hue(2N) →  Hoi An(2N) →  Ho Chi Minh City(2N),10 Nights / 11 Days,24025000,https://www.holidify.com/images/cmsuploads/compressed/HO_CHI_MINH_MAUSOLEUM_HANOI_VIETNAM_20220529115446.jpg,Vietnam,4.5
41,Vietnam Itinerary 10 Days,Hanoi(2N) →  Sapa(1N) →  Halong Bay(1N) →  Da Nang(2N) →  Ho Chi Minh City(3N),9 Nights / 10 Days,22175000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock2197725285_20230531141742.jpg,Vietnam,3.5
42,Vietnam Tour Package With Phong Nha Ke Bang National Park,Hanoi(1N) →  Halong Bay(1N) →  Hanoi(1N) →  Dong Hoi(1N) →  Quang Bing Province (1N) →  Hoi An(2N),7 Nights / 8 Days,22475000,https://www.holidify.com/images/bgImages/PHONG-NHA-KE-BANG-NATIONAL-PARK.jpg,Vietnam,2
43,7 Nights Vietnam Family Special Tour Package,Hanoi(3N) →  Halong Bay(2N)  → Ho Chi Min City(2N),7 Nights / 8 Days,21200000,https://www.holidify.com/images/cmsuploads/compressed/FloatingfishingvillagenearrockislandsinHalongBay_20190718113212.jpg,Vietnam,5
44,Phu Quoc Island 3 Nights 4 Days Holiday Tour Package,Phu Quoc Island(3N),3 Nights / 4 Days,10450000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_398602870_20190627175436.jpg,Vietnam,2
45,Discover Vietnam Package: Free Golden Hands Bridge Cable Car Ticket,Hanoi(2N) →  Halong(1N) →  Da Nang(2N) →  Ho Chi Minh(2N),7 Nights / 8 Days,21275000,https://www.holidify.com/images/cmsuploads/compressed/Golden_Bridge_Da-Nang_20200906123320.jpg,Vietnam,2.3
46,Classic Vietnam Tour including Sapa & Mekong Delta,Hanoi(0N) →  Sapa(1N) →  Halong Bay(2N) →  Hue(1N) →  Hoi An(2N) →  Ho Chi Minh City(2N) →  Mekong Delta(1N),11 Nights / 12 Days,25725000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_521129761_20190829142948.png,Vietnam,2.6
47,Magical Vietnam Package With Boat Ride to Tam Coc Caves,Hanoi(2N) →  Halong Bay(1N) →  Hoa Lu(0N) →  Ho Chi Minh City(3N),6 Nights / 7 Days,21750000,https://www.holidify.com/images/compressed/attractions/attr_2791.jpg,Vietnam,3.3
48,Delightful Vietnam & Cambodia Holiday Package,Hanoi(3N) →  Halong Bay(0N) →  Ho Chi Minh City(3N) →  Siem Reap(2N) →  Phnom Penh(2N),10 Nights / 11 Days,27975000,https://www.holidify.com/images/cmsuploads/compressed/bayon-temple-cambodia_20211202095708.jpg,Vietnam,3
49,7 Days Honeymoon in Vietnam: Couple Special Package,Hanoi(2N) →  Halong(1N) →  Hanoi(1N) →  Nha Trang(2N),6 Nights / 7 Days,20250000,https://www.holidify.com/images/compressed/dest_pixa_16879.jpg,Vietnam,4.5
50,Rediscover Romance in Vietnam Package for Couples,Hanoi(2N) →  Halong(2N) →  Ho Chi Minh City(2N),6 Nights / 7 Days,22600000,https://www.holidify.com/images/cmsuploads/compressed/Vietnam_20230120193230.jpg,Vietnam,3
51,Thailand Tour Package: Exotic Island Escapes to Krabi and Phi Phi,Krabi(2N) → Phuket(3N),5 Nights / 6 Days,5925000,https://media.holidify.com/images/cmsuploads/compressed/shutterstock1015521898_20241018130605.jpg,Thailand,3.9
52,Ultimate Thailand Tour Package: Bangkok & Pattaya Getaway,Bangkok(0) →  Pattaya(2N) →  Bangkok(2N),4 Nights / 5 Days,6425000,https://media.holidify.com/images/cmsuploads/compressed/shutterstock709774468_20241018131241.jpg,Thailand,2.8
53,"Explore Thailand Tour Package: Bangkok, Pattaya, and Phuket",Phuket(2N) →  Krabi(2N) →  Bangkok(2N),6 Nights / 7 Days,9450000,https://media.holidify.com/images/cmsuploads/compressed/shutterstock1045107625_20241018131640.jpg,Thailand,3.3
54,Thailand Honeymoon Tour Package including Phi Phi Island and Phuket,Bangkok(2N) →  Phi Phi Islands(2N) →  Krabi(1N) →  Phuket(2N),7 Nights / 8 Days,9225000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1038735337_20200123184151.jpg,Thailand,2.4
55,Memorable Thailand Island Honeymoon Tour Package,Krabi(2N) →  Phi Phi Island(1N) →  Phuket(2N),5 Nights / 6 Days,7300000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1038919975_20200123184925.jpg,Thailand,2.7
56,Short Getaway Thailand Holiday Package,Pattaya(2N) → Bangkok(1N),3 Nights / 4 Days,3950000,https://media.holidify.com/images/cmsuploads/compressed/shutterstock219128044_20241018132149.jpg,Thailand,2.1
57,"Thailand Tour Package: Beach, Nightlife, and Culture in One Trip",Krabi(2N) →  Phuket(2N) →  Pattaya(2N) →  Bangkok(2N),8 Nights / 9 Days,9875000,https://media.holidify.com/images/cmsuploads/compressed/shutterstock323825486_20241018132402.jpg,Thailand,4.7
58,Thailand Tour Package: Experience the Best of Bangkok & Koh Samui,Bangkok(2N) →  Koh Samui(3N),5 Nights / 6 Days,9325000,https://media.holidify.com/images/cmsuploads/compressed/shutterstock195245255_20241018132813.jpg,Thailand,4.2
59,Bachelors Thailand Package: Bangkok and Pattaya for 4 Nights,Bangkok(0N) →  Pattaya(3N) →  Bangkok(1N),4 Nights / 5 Days,5075000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_192403856_20200224152016.jpg,Thailand,4.1
60,7 Days Thailand Tour Package With Krabi & Phuket with Sunset Cruise,Phuket(3N) →  Krabi(2N) →  Bangkok(1N),6 Nights / 7 Days,7625000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_306226703_20191021165950.jpg,Thailand,4
61,"Coastal Marvel of Thailand Tour Package: Hua Hin, Bangkok, Krabi",Bangkok(1N) →  Hua Hin(2N) →  Krabi(2N),5 Nights / 6 Days,5650000,https://media.holidify.com/images/cmsuploads/compressed/shutterstock85511695_20241018133032.jpg,Thailand,4
62,Amazing Thailand Tour Package: Free Coral Island Excursion,Bangkok(0N) →  Pattaya(3N) →  Bangkok(2N),5 Nights / 6 Days,6075000,https://www.holidify.com/images/cmsuploads/compressed/1540811111201810295G301_20190926164733.jpg,Thailand,3.6
63,Tropical Beauty Thailand Tour Package With Mangrove Kayaking Tour,Krabi(2N) → Phuket(2N),4 Nights / 5 Days,6500000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_703981996_20190927113919.jpg,Thailand,3.8
64,Majestic Thailand Tour Package,Pattaya(2N) → Bangkok(2N) → Krabi(2N) → Phuket(2N),8 Nights / 9 Days,12225000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_564459352_20200203163848.jpg,Thailand,4.3
65,5 Days in Thailand Itinerary - Bangkok Pattaya With Ayutthaya Day Trip,Bangkok(0N) →  Pattaya(2N) →  Bangkok(2N) →  Ayutthaya(0N),4 Nights / 5 Days,6500000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_300284237_20190611103719.jpg,Thailand,3.2
66,Highlights of Thailand: Krabi Phuket Pattaya & Bangkok Group Departure Package,Pattaya(2N) → Bangkok(2N) → Krabi(2N) → Phuket(2N),8 Nights / 9 Days,16950000,https://www.holidify.com/images/bgImages/PATTAYA.jpg,Thailand,2.9
67,"Party Hopping in Thailand - Bangkok, Phi Phi Islands and Koh Phangan Package",Bangkok(1N) →  Phi Phi Islands(2N) →  Koh Phangan(2N),5 Nights / 6 Days,6600000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1043546911_20190607153748.jpg,Thailand,3.2
68,"Best of Thailand Tour - Krabi, Phuket & Phi Phi Islands",Krabi(2N) →  Phi Phi Island(1N) →  Phuket(3N),6 Nights / 7 Days,7525000,https://www.holidify.com/images/cmsuploads/compressed/Sea-Beach-Bamboo-Blue-Sand-Bamboo-Beach-Thailand-4852830_20230306163650.jpeg,Thailand,2.3
69,Bombastic New Year Celebration in Thailand,Bangkok(0N) →  Pattaya(3N) →  Bangkok(2N),5 Nights / 6 Days,6125000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_326551862_20190611130053.jpg,Thailand,3.3
70,Thailand's Coastal Charms: Bangkok & Hua Hin Package,Bangkok(1N) →  Hua Hin(2N),3 Nights / 4 Days,4225000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_172397066_20191016165029.jpg,Thailand,3.8
71,7 Days 6 Nights Thailand Tour Package,Phuket(2N) →  Pattaya(2N) →  Bangkok(2N),6 Nights / 7 Days,9875000,https://d27k8xmh3cuzik.cloudfront.net/wp-content/uploads/2018/08/The-incredible-flora-and-fauna-of-James-Bond-Island-2-shutterstock_383401627.jpg,Thailand,2.4
72,Bangkok Phuket Pattaya Tour Package - Pocket Friendly Beachside Vacation,Bangkok(0N) →  Phuket(2N) →  Pattaya(2N) →  Bangkok(1N),5 Nights / 6 Days,8050000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1014644104_20190712175039.jpg,Thailand,4.8
73,"Ultimate North Thailand Package Tour: Chiang Mai, Chiang Rai, Bangkok",Chiang Mai(3N) →  Chiang Rai(1N) →  Bangkok(2N),6 Nights / 7 Days,9175000,"https://www.holidify.com/images/cmsuploads/compressed/FireworkFestival,ChiangMai_20190717142249.jpg",Thailand,4.8
74,Thailand Family Holiday Package for 8 Nights,Phuket(2N) →  Krabi(2N) →  Pattaya(2N) →  Bangkok(2N),8 Nights / 9 Days,11575000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_683669500_20190611112629.jpg,Thailand,2.5
75,Thailand Romantic Honeymoon Escape Package With Railay Beach,Krabi(2N) →  Railay Beach(1N) →  Phuket(3N),6 Nights / 7 Days,8600000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock2061926990_20230531131431.jpg,Thailand,3.4
76,Mystical Thailand Package: Chiang Mai & Bangkok With Elephant Nature Park,Chiang Mai(3N) →   Bangkok(2N),5 Nights / 6 Days,9600000,https://www.holidify.com/images/cmsuploads/compressed/5584795106_b5d5e469a2_k_20200416135501.jpg,Thailand,2.7
77,Romantic Thailand Package for Couple - Tour for 9 Nights,Phuket(3N) →  Krabi(2N) →  Pattaya(2N) →  Bangkok(2N),9 Nights / 10 Days,15550000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1050363536_20190611115604.jpg,Thailand,4.4
78,Bangkok Pattaya 5 Nights 6 Days - Cultural Shows,Bangkok(3N) → Pattaya(2N),5 Nights / 6 Days,7050000,https://www.holidify.com/images/compressed/dest_pixa_313.jpg,Thailand,4.9
79,7 Days Thailand Honeymoon Adventure Package,Phuket(2N) →  Krabi(3N) → Railay Beach(1N),6 Nights / 7 Days,9025000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_622656491_20200123183129.jpg,Thailand,3.9
80,Thailand Lovers Paradise - Phuket Krabi Honeymoon Package,Krabi(2N) →  Phuket(3N),5 Nights / 6 Days,7050000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock768387142_20230615180849.jpg,Thailand,3.4
81,"Outstanding Thailand Package - Koh Samui, Pattaya and Bangkok",Bangkok(0N) →  Pattaya(2N) →  Bangkok(2N) →  Koh Samui(2N),6 Nights / 7 Days,8600000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1060372658_20190702183908.jpg,Thailand,4.4
82,Phuket Itinerary 7 Days With Krabi,Phuket(3N) → Krabi(3N),6 Nights / 7 Days,8175000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_688810990_20190607152424.jpg,Thailand,3.3
83,Bangkok Phuket Krabi Tour Package: Free Hong Island Excursion,Phuket(2N) →  Krabi(2N) →  Bangkok(1N),5 Nights / 6 Days,6925000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock2139806443_20230530130021.jpg,Thailand,2.8
84,Thailand Bangkok Pattaya Tour Package - Glass Bottom Boat Ride,Bangkok(0N) →  Pattaya(3N) →  Bangkok(3N),6 Nights / 7 Days,7900000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock1465406375_20230531120351.jpg,Thailand,2.2
85,Thailand Malaysia Tour Package-  7 Nights 8 Days,Bangkok(0N) →  Pattaya(2N) →  Bangkok(2N) →  Kuala Lumpur(3N),7 Nights / 8 Days,9875000,https://media.holidify.com/images/cmsuploads/compressed/pexels-pok-rie-33563-4847085_20240809132338.jpg,Thailand,2.8
86,Coral Island Tour in Pattaya,Bangkok (2N) →  Pattaya (2N) →  Chiang Mai (2N),6 Nights / 7 Days,7275000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1123187258_20190607154033.jpg,Thailand,2
87,Singapore Thailand Extravaganza for 7 Nights: Free Universal Studios,Pattaya(2N) →  Bangkok(2N) →  Singapore(3N),7 Nights / 8 Days,13975000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock206073715_20230530132817.jpg,Thailand,4.7
88,Party In Thailand Package,Bangkok (2N) →  Pattaya (2N),4 Nights / 5 Days,5575000,https://www.holidify.com/images/cmsuploads/compressed/4565864190_e7d31ce840_b_20171228182644_20171228192831.jpg,Thailand,3
89,Thailand Tour Package 4 Days 3 Nights - Day Trip to Phi Phi Islands,Phuket(3N) → Phi Phi Islands(0N) → Ao Phang Nga & Phang Nga(0N),3 Nights / 4 Days,4200000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock269390447_20230530130225.jpg,Thailand,4.4
90,Thailand Tour Packages for Family,Bangkok(2N) →  Phuket(2N) →  Krabi(2N),6 Nights / 7 Days,7375000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_358949084_20190611140318.jpg,Thailand,4.4
91,"Pocket-Friendly Koh Samui, Krabi & Bangkok Tour With James Bond Island",Bangkok (2N) →  Krabi (2N) →  Koh Samui(2N),6 Nights / 7 Days,6350000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_167854424_20190930101945.jpg,Thailand,4.4
92,Entertaining Bangkok and Krabi Package,Bangkok (2N) →  Krabi (2N),4 Nights / 5 Days,5500000,https://www.holidify.com/images/cmsuploads/compressed/7419253200_8de1c00e61_b_20190612134833.jpg,Thailand,2.5
93,Thailand 7 Nights Package: Experience Culture,Bangkok(2N) →  Kanchanaburi(1N) →  Ayutthaya(1N) →  Chiang Mai(3N),7 Nights / 8 Days,15550000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock418323238_20230530130405.jpg,Thailand,4.6
94,Phuket Thailand Tour Package: 3 Nights 4 Days,Phuket(3N),3 Nights / 4 Days,4925000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1372434242_20190611122056.jpg,Thailand,2.9
95,Phuket Krabi Phi Phi Itinerary: Family Tour Package,Krabi (2N) →  Pattaya (2N) →  Phi Phi Islands (2N),5 Nights / 6 Days,7200000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock695392744_20230530135517.jpg,Thailand,4.1
96,Phuket Krabi Itinerary for 6 Nights 7 Days With Tiger Cave Temple,Phuket(3N) →  Krabi(3N),6 Nights / 7 Days,8900000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1114284335_20190927113807.jpg,Thailand,3.5
97,Phuket Krabi 5 Day Itinerary: Four Island Tour by Long Tail Boat,Phuket(2N) →  Krabi(2N),4 Nights / 5 Days,4925000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock1891920235_20230530125136.jpg,Thailand,4
98,Bangkok and Phuket Holiday Package With Maya Bay Excursion,Bangkok(0N) →  Phuket(3N) →  Bangkok(2N),5 Nights / 6 Days,8325000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock1107675575_20230530134921.jpg,Thailand,4
99,6 Nights Phuket Phi Phi Island Exploration Package,Phuket(2N) →  Phi Phi Islands(2N) →  Phuket(2N),6 Nights / 7 Days,7875000,"https://www.holidify.com/images/cmsuploads/compressed/BeautifulSunsetView,PhiPhiIsland_20190724103753.jpg",Thailand,2.5
100,Beach Bliss in Thailand Honeymoon Package,Phi Phi Islands (2N) → Koh Phangan (3N),5 Nights / 6 Days,6775000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1508895173_20200123183839.jpg,Thailand,4.8
101,Funtastic Family Special Singapore Tour Package - Skyline Luke Ride,Singapore(4N),4 Nights / 5 Days,8050000,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_1030536007_20190529144448.jpg,Singapore,4.8
102,Singapore Sojourn: 5-Nights Escape to the Lion City’s Best,Singapore(5N),5 Nights / 6 Days,17525000,https://media.holidify.com/images/cmsuploads/compressed/Singapore18_20240321140955.jpg,Singapore,3.1
103,Mesmerizing Singapore Package,Singapore(4N),4 Nights / 5 Days,15550000,https://media.holidify.com/images/cmsuploads/compressed/Singapore18_20240717200535.jpg,Singapore,4.1
